tool,db,tool_db,data_type,project,technology,sample,taxid_raw,taxid,name_raw,name,rank,value,value_type,tax_abund_raw,seq_abund_raw,norm_abund,classified_fraction
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,562,562,Escherichia coli,Escherichia coli,species,11.264,abund,11.264,17.602,11.264,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,817,817,Bacteroides fragilis,Bacteroides fragilis,species,13.4908,abund,13.4908,22.1167,13.4908,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,851,851,Fusobacterium nucleatum,Fusobacterium nucleatum,species,5.4953,abund,5.4953,4.2686,5.495299999999999,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,853,853,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,species,14.793,abund,14.793,13.6768,14.793,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1351,1351,Enterococcus faecalis,Enterococcus faecalis,species,0.0002,abund,0.0002,0.0002,0.0002,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1496,1496,Clostridioides difficile,Clostridioides difficile,species,2.0314,abund,2.0314,2.653,2.0314,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1613,1613,Limosilactobacillus fermentum,Limosilactobacillus fermentum,species,1.4324,abund,1.4324,0.8667,1.4324,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1680,1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,species,3.2295,abund,3.2295,2.1412,3.2295,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2173,2173,Methanobrevibacter smithii,Methanobrevibacter smithii,species,0.1157,abund,0.1157,0.068,0.1157,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,4932,4932,Saccharomyces cerevisiae,Saccharomyces cerevisiae,species,0.0588,abund,0.0588,0.2269,0.0588,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,5476,5476,Candida albicans,Candida albicans,species,0.0548,abund,0.0548,0.2482,0.0548,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,10677,10677,Muvirus mu,Muvirus mu,species,2.2919,abund,2.2919,0.0267,2.2919,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28128,28128,Prevotella corporis,Prevotella corporis,species,8.868,abund,8.868,8.2922,8.868,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,28901,28901,Salmonella enterica,Salmonella enterica,species,0.009,abund,0.009,0.014,0.009,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,239935,239935,Akkermansia muciniphila,Akkermansia muciniphila,species,2.3309,abund,2.3309,2.1089,2.3309,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,301301,301301,Roseburia hominis,Roseburia hominis,species,4.9353,abund,4.9353,5.4231,4.9353,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,423477,423477,Veillonella rogosae,Veillonella rogosae,species,29.599,abund,29.599,20.2668,29.599,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,561,561,Escherichia,Escherichia,genus,11.264,abund,11.264,17.602,11.264,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,590,590,Salmonella,Salmonella,genus,0.009,abund,0.009,0.014,0.009,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,816,816,Bacteroides,Bacteroides,genus,13.4908,abund,13.4908,22.1167,13.4908,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,838,838,Prevotella,Prevotella,genus,8.868,abund,8.868,8.2922,8.868,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,841,841,Roseburia,Roseburia,genus,4.9353,abund,4.9353,5.4231,4.9353,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,848,848,Fusobacterium,Fusobacterium,genus,5.4953,abund,5.4953,4.2686,5.495299999999999,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1350,1350,Enterococcus,Enterococcus,genus,0.0002,abund,0.0002,0.0002,0.0002,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,1678,1678,Bifidobacterium,Bifidobacterium,genus,3.2295,abund,3.2295,2.1412,3.2295,1.0
Sylph,unified,Sylph_unified,ZymoMockD6331,ZymoMockD6331,pacbio,SRR13128013,2172,2172,Methanobrevibacter,Methanobrevibacter,genus,0.1157,abund,0.1157,0.068,0.1157,1.0
